Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Vostok (0-440 kyr BP),Unnamed: 6,Unnamed: 7,Unnamed: 8,Taylor Dome (19-63 kyr BP),Unnamed: 10,Unnamed: 11,Unnamed: 12,Dome C (393-664 kyr BP),Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Dome C (611-800 kyr BP),Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Talos Dome (35-68 kyr BP),Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,EDML (49-115 kyr BP),Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Byrd (19-88 kyr BP),Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,EDC (9-22 kyr BP),Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,EDC (125- 153 kyr BP),Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,EDC (12-24 kyr BP),Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,EDC (105-155 kyr BP),Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Law Dome (0-2 kyr BP),Unnamed: 69,WAIS (0-1 kyr BP),Unnamed: 71,Unnamed: 72,Unnamed: 73,EDML (0-6 kyr BP),Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Law Dome and South Pole (0-2 kyr BP),Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Siple Dome (20-40 kyr BP),Unnamed: 89,Unnamed: 90,Unnamed: 91,Siple Dome (7.3 - 9 kyr BP),Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,WAIS (9-23 kyr BP),Unnamed: 98,Unnamed: 99,Unnamed: 100,"EDC (560-806 kyr, corrected for analytical bias)",Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107
,,,,Petit et al. (1999),,,,Indermühle et al. (2000),,,,Siegenthaler et al. (2005),,,,,,,,,Lüthi et al. (2008),,,,,,,,,Bereiter et al. (2012),,,,,,"Bereiter et al. (2012) [1], Lüthi et al. (2010) [2]",,,,,,Ahn et al. (2008),,,,,"Lourantou et al. (2010, a) (Global Biogeochemical Cycles)",,,,,"Lourantou et al. (2010, b) (Quaternary Science Reviews)",,,,,Schmitt et al. (2011),,,,,Schneider et al. (2013),,,,,MacFarling Meure et al. (2006),,Ahn et al. (2012),,,,"Monnin et al. (2004) [1], Siegenthaler et al. (2005) [2]",,,,,,Rubino et al. (2013),,,,,,,,"Ahn et al. (2014, a) (Nature Communications)",,,,"Ahn et al. (2014, b) (Geophysical Research Letters)",,,,,Marcott et al. (2014),,,,Bereiter et al. (2014),,,,,,
,,,,Pepin et al. (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Raynaud et al. (2005),,,,,,,,,,,,,,,,,"Data points between 3112.98 - 3114.68 m were not in original data set, but shown in the published figures.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Column CI + CJ: Where dublicates are found, the average is taken.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LGGE Grenoble,,,,University of Bern,,,,University of Bern,,,,,LGGE Grenoble,,,,University of Bern,,,,,LGGE Grenoble,,,,University of Bern,,,,,,University of Bern,,,,,,Oregon State University,,,,,LGGE Grenoble,,,,,LGGE Grenoble,,,,,University of Bern,,,,,University of Bern,,,,,CSIRO Australia,,Oregon State University,,,,University of Bern,,,,,,CSIRO Australia,,,,,,,,Oregon State University,,,,Oregon State University,,,,,Oregon State University,,,,University of Bern,,,,,,
"Gasage (EDC3, yr BP)","Gasage (AICC2012, yr BP)",CO2 (ppmv),sigma mean CO2 (ppmv),Depth (m),"Gasage (EDC3, yr BP)","Gasage (AICC2012, yr BP)",CO2 (ppmv),Depth (m),tentatively synchronized on EDC3 gasage (yr),CO2 (ppmv),sigma mean CO2 (ppmv),Depth (m),"Gasage (EDC3, yr BP)","Gasage (AICC2012, yr BP)",CO2 (ppmv),sigma mean CO2 (ppmv),Depth (m),"Gasage (EDC3, yr BP)","Gasage (AICC2012, yr BP)",CO2 (ppmv),Depth (m),"Gasage (EDC3, yr BP)","Gasage (AICC2012, yr BP)",CO2 (ppmv),sigma mean CO2 (ppmv),Depth (m),"Gasage (EDC3, yr BP)","Gasage (AICC2012, yr BP)",CO2 (ppmv),Depth (m),"Gasage (TALDICE-1a, yr BP)","Gasage (EDML1 Sz4, yr BP)","Gasage (AICC2012, yr BP)",CO2 (ppmv),sigma mean CO2 (ppmv),Depth (m),"Gasage (EDML1 Sz4, yr BP)","Gasage (AICC2012, yr BP)",CO2 (ppmv),sigma mean CO2 (ppmv),Reference,Depth (m),"Age (Ahn et al., 2008)",tentatively synchronized on AICC2012 based on synchronization applied in Bereiter et al. (2012),CO2 (ppmv),sigma mean CO2 (ppmv),Depth (m),"Gasage (EDC3, yr BP)","Gasage (AICC2012, yr BP)",CO2 (ppmv),sigma mean CO2 (ppmv),Depth (m),"Gasage (EDC3, yr BP)","Gasage (AICC2012, yr BP)",CO2 (ppmv),sigma mean CO2 (ppmv),Depth (m),"Gasage (EDC3, yr BP)","Gasage (AICC2012, yr BP)",CO2 (ppmv),sigma mean CO2 (ppmv),Depth (m),"Gasage (EDC3, yr BP)","Gasage (AICC2012, yr BP)",CO2 (ppmv),sigma mean CO2 (ppmv),"Gasage (MacFarling Meure et al., 2006, yr BP)",CO2 (ppmv),Depth (m),"Gasage (WDC06A-7, yr BP)",CO2 (ppmv),sigma mean CO2 (ppmv),Depth (m),"Gasage (EDML1 Sz4, yr BP)","Gasage (AICC2012, yr BP)",CO2 (ppmv),sigma mean CO2 (ppmv),Reference,Site code,Sample type,Depth (m),"Gasage (Rubino et al., 2013, yr BP)",CO2 (ppmv),sigma mean CO2 (ppmv),CO2 (ppmv),sigma mean CO2 (ppmv),Depth (m),"Gasage (tuned to GICC05/AICC2012 by Ahn et al. (2014), yr BP)",CO2 (ppm),sigma mean CO2 (ppmv),depth (m),"Gasage (tuned to GICC05/AICC2012 by Ahn et al. (2014), yr BP)",age uncertianty (yr),CO2 (ppm),uncertainty (ppm),Depth (m),"Gasage (WDC06A-7, yr BP)",CO2 (ppmv),sigma mean CO2 (ppmv),Depth (m),"Gasage (AICC2012, yr BP)",corrected CO2 (ppmv),analytical sigma mean CO2 (ppmv),Correcting Factor (ppmv),lower bound (2 sigma) of correction F. (ppmv),upper bound (2 sigma) of correction F. (ppmv)
137,350.11010303030304,280.4,1.8,149.1,2690,,284.7,380.82,18906,190.5,1,2761.85,415717,415945.6060606061,276.4,1.6,2700.77,392544,392977.15151515143,259.5,3026.58,611269,611555.7636363637,257.8,2.1,3061.71,667435,667256.7999999999,178.5,1009.643,34166.736300000004,34164.759284885375,34359.949100000005,152.65031329166055,4.469447388620978,1435.6245,43602.42499999999,43205.41283333333,193.77643018978202,1.5191030318021568,2,1315.91,19286,,194.36,0.97,346.5,8756.45,9274.2,256.9,0.63,1669.25,125222.7,124858.66666666667,277.64,0.12,445,12789,12890.30606060606,237.63,0.73,1454.857,104735,104331.2290909091,238.88,1.55,-46.5,359.5,78.97333333333333,10.099999999999909,311.57765024925,1.583859814765017,93.95750000000001,200.85600000000014,122.68114000000011,290.6255743362656,1.423428844897131,2,SOUTH POLE,firn,0,-51.02999999999997,367.999993001987,0.0534419794353037,368.02248790241714,0.06044223118819268,726.008,21925.899999999998,184.4620277494,0.49999999999272404,490.19,7294,0.7000000000007276,264.82601862913333,1.0421825389298325,1698.165,8893.213,267.9028278900337,3.3695646047852725,2950.5275,562654.6712121214,234.0650889391748,0.9385147721913402,0,0,0.45076
268,486.69320000000005,274.9,0.7,173.1,3897,3661.9285,272.7,382.42,23379,189.1,0.5,2762.89,416193,416425.3151515151,271.7,1.2,2702.97,393579,394003.6909090909,273.6,3030.97,616164,616298.5636363633,252.6,0.6,3063.98,670124,670241.012121212,189,1017.907,35017.604100000004,34741.71632125571,35093.65370000001,176.35650084749824,12.659839601784155,1444.5653333333335,44172.98560000001,43761.68897777779,199.2638780677422,1.5577254915739922,2,1332.34,19887,,191.14,0.19,346.5,8756.45,9274.2,261.57,1.27,1674.75,125633.4,125326,275.61,0.83,455.302,13371,13665.230424242425,238.59,2.7,1460.295,105368,104966.44545454546,242.36,NAN,-44.5,356.9,80.095,14.599999999999909,307.0674781955417,0.23866354610503743,94.95750000000001,210.87925000000013,134.11314000000013,290.38523380722086,1.036684311343852,2,SOUTH POLE,firn,0,-51.02999999999997,368.0449828028473,0.06744248294108167,,,727.78,22292.199999999997,187.2242115241,0.44999999999935325,490.9205,7319.25,0.4499999999998181,263.7436386819,0.17499999999998295,1708.1825000000001,8985.488,265.4473246879209,1.4293916976380214,2951.8224999999998,563135.7833333333,240.11472412125158,2.1262518987040395,0,0,0.49078
279,501.19500000000016,277.9,0.7,177.4,4124,3746.627,268.1,382.76,24011,189,1.4,2765.08,417191,417440.4424242424,273.4,1.5,2705.17,394560,394906.1030303031,260.7,3036.44,623109,622946.8,243.3,2.8,3085.78,688035,690566.6242424244,234,1025.908,35521.63399999999,35326.0170541139,35663.78479999999,203.35813920490517,10.372718972317882,1447.637,44363.195199999995,44024.70106666666,188.6198931670105,3.1520667055497915,2,1334.2,19978,,192.54,0.09,355.3,9072.05,9516.193333333333,258.3,0.92,1674.75,125633.4,125326,278.5,2.25,461.5,13705,14033.384848484848,239.64,0.62,1465.847,106005,105507.14848484848,248.78,9.96,-42.40000000000009,353.6,80.595,16.799999999999955,306.5317656496,1.2708723028493043,95.96333333333332,230.27766666666648,145.61182666666656,288.3972053894925,1.8806031762275033,2,SGA,firn,0,-48,361.78073658846415,0.37,361.78073658846415,0.37,728.048,22347.600000000002,187.0216472475,1.25,491.61,7342.799999999999,0.5000000000009095,261.90241948945,0.8267674669695664,1718.2305000000001,9080.986,268.86121401097495,1.418331533880203,2952.9225,563536.65,242.28811438741747,0.5138474018539357,0,0,0.52478
395,539.6494545454545,279.1,1.3,228.6,6735,6449.1759999999995,262.2,383.54,25337,187.7,1,2766.18,417698,417956.7818181817,271.8,1.7,2713.97,398086,398275.1272727272,276.3,3040.87,630183,629768.9272727274,204.4,0.9,3086.88,688751,691327.2909090909,235.4,1033.922,36159.932400000005,36028.26102606629,36258.585,184.03742634343567,16.932721308552843,1455.6053333333334,44878.09333333334,44580.9120888889,199.97729629857014,1.6772901638474351,2,1346.28,20404,,204.27,0.48,376.75,9792.53,10178.3,265.55,0.01,1677.5,125858.8,125561.33333333333,271.68,1.26,466.452,13974,14250.630181818182,240.84,1.93,1471.41,106565,105989.87272727274,257.58,4.2,-39.799999999999955,349.7,82.58799999999998,25,303.90778620500004,0.3484924088447732,96.95750000000001,244.69225000000017,159.94379416666683,287.79603246127266,1.9384901242924508,2,DSSW20K,firn,15.8,-46.27927212999998,359.61974719554144,0.08983768668748764,359.6477931830841,0.09800013305630571,729.1199999999999,22550.100000000002,184.67921815,0.19999999999998863,492.4725,7372.2,0.4000000000005457,263.169199403,0.32489421356278625,1728.2005000000001,9176.945,263.9524321899689,1.8537412481466093,2954.0225,563928.7666666667,245.6943230643778,1.769918664932175,0,0,0.55879
404,539.8949090909091,281.9,1.1,250.3,7873,7567.351000000001,254.5,385.33,27507,195.2,0.5,2767.33,418245,418505.3030303029,274.6,1.8,2718.37,399722,399926.1636363636,277.1,3043.07,635364,634879.9151515157,195,1.5,3087.98,689444,692134.7393939393,241,1041.889,36820.897399999994,36692.95642602607,36912.68629999999,204.88908562782092,6.675213603457834,1459.647,45158.149099999995,44853.28806666666,212.4053031505864,0.6916054883567901,2,1353.02,20585,21248.631442105256,195.37,0.02,376.75,9792.53,10178.3,258.4,0.24,1680.25,126058.2,125807.66666666667,272.59,1.19,486.268,15101,15335.645939393937,227.77,2.14,1476.01,107069,106256.37575757576,241.4,NAN,-33.700000000000045,341.2,84.64,33.59999999999991,298.793713975625,1.170554647793029,97.95750000000001,255.4495000000001,174.47412750000015,283.1331063741354,0.4608622619348712,2,DSSW20K,firn,15.8,-46.27927212999998,359.6749879681196,0.1042099600974486,,,729.4925,22604.1,185.207494535,1.6249999999999998,493.0005,7390.25,0.8499999999994543,263.976067265375,0.6581096666426252,1738.21125,9274.864,270.5975111381655,3.8483561837919504,2955.1224999999995,564311.4333333331,245.8129429068597,0.4931946096266565,0,0,0.59281
485,657.6930181818182,277.7,0.7,266,8670,8167.45,259.6,385.64,27781,194.1,0.4,2769.48,419260,419575.7818181819,273.7,0.8,2720.57,400504,400710.08484848496,283.2,3055.18,658404,657660.6969696966,187.5,1.8,3089.08,690155,692933.4787878786,235,1047.0845,37221.922049999994,37077.292023421556,37319.6559,220.33901414352897,9.40333547374474,1466.5819999999999,45605.57399999999,45319.785599999996,209.09512138802032,2.5915337210394402,2,1363.17,20891,21503.36658596491,197.12,1.04,389.95,10277.65,10801.233333333334,268,2.18,1685.75,126484,126306.33333333333,273.47,2.37,493.76,15513,15845.264242424242,225.01,NAN,1477.006,107181,106368.25454545455,244.83,3.05,-23,326.4,86.385,40.90000000000009,300.73731028275,1.4163962928926552,98.95916666666668,272.30175000000014,189.0286780555557,283.2962000061526,1.3291735658743014,2,DSSW20K,firn,15.8,-46.27927212999998,359.64864438559124,0.0999527523839809,,,730.033,22650.8,188.4866056205,0.22999999999998974,493.5375,7408.55,0.4499999999998181,263.36669208480004,0.43230005011368716,1748.2091666666668,9370.126,269.2256441647061,0.46081632628785213,2956.2224999999994,564725.2999999997,247.61840667176352,1.5105808613728187,0,0,0.62683
559,762.1633393939395,281.1,1.1,302.6,10167,10555.89,261.6,386.62,28527,196.1,0.7,2770.58,419808,420133.7636363636,271.2,1.5,2724.97,402000,402140.91515151504,283.1,3056.25,659983,659292.9999999999,185.6,1.1,3091.28,691524,694379.2424242427,235.9,1049.913,37418.835999999996,37286.52948607831,37558.9484,205.9315105030424,3.8380074130574386,1471.637,45902.5179,45621.378866666666,211.96055472799657,1.1337378287601276,2,1381.14,21557,22078.42951929825,195.81,1.66,393.25,10401.05,10828.066666666668,266.91,1.11,1691.25,126855.6,126739,267.19,2.59,502.202,16067,16185.432848484847,222.92,0.99,1482.3,107820,106974.81818181818,240.34,NAN,-23,329.2,88.355,49.299999999999955,295.9004680516,0.6344155753607486,99.95750000000001,288.22425000000015,202.41643416666682,281.62346465028895,1.0439894970083095,2,DSSW20K,firn,29,-44.40564212000004,357.3525256572212,0.2565668243073645,357.10673969933646,0.15992297477058243,731.153,22749.300000000003,190.01358890950002,0.25499999999999545,494.1575,7429.7,0.4000000000005457,261.9645942954,0.21999999999999886,1758.2251666666668,9467.522,263.797593582027,1.059438029447719,2957.3224999999998,565135.2166666666,251.410720261255,1.7386530726431568,0,0,0.66087
672,867.6128000000001,282.2,0.5,321.2,10983,11326.34,263.7,387.66,29238,194,0.6,2771.68,420350,420701.76363636355,273.8,1.6,2727.17,402731,402859.8363636364,275.7,3057.36,661563,661113.4000000005,192.1,1,3093.48,692857,695834.3454545455,236.3,1057.913,38051.271100000005,37878.32715312939,38126.697400000005,214.07023610674733,3.2823695663603516,1480.586,46419.2384,46165.16346666667,217.5703443366966,2.221038666297492,2,1401.95,22225,22553.14352631579,199.75,4.49,393.25,10401.05,10828.066666666668,268.21,NAN,1696.75,127225.2,127078,271.56,1.23,511.05,16689,17092.363636363636,210.65,NAN,1493.3,109315,108401.90909090909,236.43,NAN,-20,324.8,90.15333333333335,58,294.02306849449997,0.8428785402005605,100.95750000000001,306.9967500000002,215.77876750000016,280.2772560984432,0.9141957400888145,2,DSSW20K,firn,29,-44.40564212000004,356.9584375140511,0.1546475858489644,,,732.135,22833.6,186.13368892427502,0.125,494.715,7448.75,0.3500000000003638,262.36092523229996,0.16499999999999204,1768.2095,9561.392,265.54713785905875,3.3599064007716133,2958.4225,565539.8833333334,252.35658575466948,1.6752039294628238,0,0,0.69492
754,961.0747272727275,280.1,0.6,331.6,11422,11960.780000000002,244.8,388.52,29772,191.1,0.5,2773.88,421484,421912.14545454545,268.6,1.4,2731.57,404181,404313.296969697,276.5,3058.47,663133,662798.4181818181,192,2.1,3120.01,715603,715453.9515151517,223.8,1059.5245,38147.909199999995,38000.87628540286,38208.68235,208.86567291047697,5.94040267628068,1483.637,46600.1446,46362.843199999996,207.42549687705542,0.6017516465710002,2,1410.3,22555,22754.539888888885,194.62,0.31,398.75,10603.8,11063.533333333333,262.8,0.42,1702.25,127594.6,127503.33333333333,274.81,1.55,520.903,17091,17828.582121212126,197.6,0.65,1499.09,110033,109129.41818181818,244.44,1.58,-17,322.9,92.12,67.20000000000005,292.0720063885,0.2588026220000188,102.0625,323.34375,230.62197916666668,284.5562303016557,2.6217133180530765,2,DSSW20K,firn,29,-44.40564212000004,357.02395565685794,0.10832366226803562,,,733.896,22994,189.397339585125,1.125,495.25,7466.95,0.8500000000003638,262.469204855,0.9538551165287072,1778.2424999999998,9654.293,271.1691082540198,1.6940795914215365,2959.5225,565896.4500000001,252.64945604060227,1.020023484320316,0,0,0.72897
877,1109.4966060606057,278.4,1.5,342.1,11881,12630.145,238.3,389.7,30407,193.5,0.8,2774.96,422074,422532.6545454545,266.4,1.8,2733.77,404927,405062.63030303025,280.5,3059.55,664597,664326.1818181821,190.6,1.3,3122.2,718581,717795.2121212118,190.2,1061.3,38251.369999999995,38146.550608836216,38323.97,209.23741570191174,2.9971669904286515,1491.40825,46984.134975,46837.661049999995,206.77969645820593,1.2626656302850308,2,1420.27,23356,23071.955573099418,195.97,1.88,410.85,11064.38,11509,261.39,NAN,1705,127772.5,127660,277.27,3.61,525.11,17246,18420.960606060606,193.61,NAN,1504.3,110672,109839.9696969697,244.13,NAN,-14,319,94.67083333333333,78.5,289.8024035305,0.31639358166677534,102.9375,344.95625,243.4036875,279.60253253965857,1.4420926963839729,2,DSSW20K,firn,29,-44.40564212000004,357.09203996921576,0.12015382665796526,,,734.11125,23013.8,190.53007546182502,0.6449999999932948,496.1,7495.400000000001,3.199999999999818,265.16260813574996,0.14499999999998178,1788.941,9759.928,264.96696478895205,2.1800938917280126,2960.6224999999995,566246.0833333331,251.3851223710903,0.7131089660931735,0,0,0.76303
950,1168.2869090909091,276.6,1.4,365.5,13356,14177.925,236.2,390.71,30881,196.8,0.5,2776.13,422649,423225.496969697,270.6,1.1,2738.17,406368,406542.80000000005,279.6,3060.33,665645,665328.3636363635,178.2,1.1,3124.41,721870,720473.0181818182,217,1063.45,38357.81,38322.951507389706,38497.50000000001,209.17789677647903,2.2557128919508367,1495.637,47170.191699999996,47095.36259999999,199.65714105163704,4.5173041010500565,2,1430.78,24650,23629.82823712575,194.74,1.94,410.85,11064.38,11509,262.37,0.84,1707.75,127933.7,127829,287.48,5.72,538,17855,19521.784848484847,188.38,NAN,1510.2,111366,110555.36363636363,246.69,NAN,-9,316.3,97.15,88.40000000000009,288.27606242716666,1.528293782009059,103.96416666666666,346.4035833333333,258.4008919444443,276.8792872103132,1.0625478357081837,2,DE08-2,firn,0,-43.07999999999993,354.31263029324,0.03374872724102825,353.94668533391206,0.043007103067185457,735.1904999999999,23107.3,190.08050149462503,0.8249999999961194,496.565,7511.35,0.8499999999994543,262.94408819349997,0.913679982877909,1798.2455,9850.266,269.8239136757699,2.1288291567699864,2961.7224999999994,566589.4166666665,253.72184759026274,0.8259956388587085,0,0,0.79711
1060,1256.8527272727274,279.1,1,375.6,14010,14984.560000000003,225.2,391.63,31308,199.6,0.6,2778.28,423764,424507.74545454566,267.7,2.9,2740.37,407093,407282.4969696969,285.6,3060.73,666174,665842.3030303031,178.5,1.1,3128.68,727458,725220.9454545452,203.7,1065.8705000000002,38448.041600000004,38521.54610038912,38682.388850000025,210.80873197896517,1.1823702239040814,1503.5947500000002,47565.49607500002,47622.03736666668,205.29663960346429,1.2652253428449836,2,1441.45,25828,24116.4692089155,189.76,1.3,412.5,11123.6,11528.5,263.23,1.34,1713.25,128268,128172.66666666667,290.23,-6.843,547.35,18546,20069.490909090913,189.92,NAN,1521.18,112678,111876.80000000002,257.93,2.94,-8,314.4,98.39416666666666,92.40000000000009,286.70990372983334,0.3073569375247024,104.95750000000001,360.9540000000002,272.9111741666668,280.5262742630634,1.084268170835484,2,DE08-2,firn,0,-43.07999999999993,353.58074037458414,0.05226547889334266,,,736.0625,23185,188.6041093398,0.869999999995999,497.0425,7527.8,0.9000000000005457,263.682583198175,0.30500000000000677,1808.748,9953.14,265.9214090056133,0.6850923878791347,2962.8224999999998,566919.0999999999,254.31965503106113,1.6154513845280571,0,0,0.83119
1153,1315.2718181818182,277.7,1.2,443.5,20023,20662.225,182.2,392.62,31700,199.1,0.2,2779.39,424332,425132.26060606056,268.3,1.9,2744.77,408600,408818.7151515152,284.5,3061.36,666995,666750.4666666668,172.7,1,3133.08,732300,730002.1454545455,210.7,1067.0499999999997,38496.70499999999,38618.320453804816,38733.934999999976,209.54135187171926,1.2475548057699946,1508.6295,47868.5923,47939.4729,200.27518902506057,1.8428641125284682,2,1460.2,26537,25307.182204258148,192.21,1.28,418,11323.9,11545.1,260.3,0.19,1718.75,128584.6,128507.33333333333,290.49,1.43,554.845,19204,20683.183939393948,187.59,4.06,1526.65,113323,112636.06060606062,256.79,NAN,-7,314,100.6495,101.59999999999991,286.91562796549994,1.0823744563855877,105.95750000000001,384.7715000000003,286.76465000000013,281.0796652352811,1.6544545428454018,2,DSSW20K,firn,37.8,-42.313517060000095,353.8564137720475,0.3345013395147863,353.72423581425323,0.22109260758219432,737.1225,23276.7,197.67188495834998,1.2850000000033883,497.415,7540.75,0.3500000000003638,262.7713558141,0.7699999999926824,1818.27025,10047.123,270.67768611855996,1.2540281279159096,2963.9225,567240.2,253.87508363532996,0.6536064641162642,0,0,0.86528
1233,1387.2658787878786,278.7,1.2,470.8,22827,22997.44,189.2,393.55,32090,200.4,0.6,2780.48,424840,425740.9090909091,270.8,1.1,2746.97,409383,409598.2363636363,275.2,3061.82,667569,667415.9333333335,171.6,1.4,3135.28,734408,732084.0000000002,209.6,1069.25,38584.525,38798.82369883631,38874.924999999996,207.3946520553076,2.301174620616385,1515.5000588235293,48332.00344705882,48471.90428235294,199.11577167355696,0.725330634628062,2,1470.77,26974,25995.221357285427,184.4,1.42,418,11323.9,11545.1,258.46,1.57,1724.25,128919.7,128878,269.37,1.34,559.405,19652,21280.336666666662,190.55,0.29,1529.5,113644,112941.72727272728,263.12,NAN,-6.099999999999909,316.3,102.70166666666667,111,285.27978847866666,0.6997639686793339,106.95750000000001,394.6090000000001,300.5846500000001,280.4899941447299,2.448627746630948,2,DSSW20K,firn,37.8,-42.313517060000095,353.65940860907494,0.18740483382411396,,,738.0450000000001,23358.4,193.532820435975,1.715000000000672,497.94849999999997,7559.349999999999,0.9499999999998181,262.688766297075,0.9349999999958787,1828.2555,10147.752,268.0461575865978,2.455144739077686,2965.0099999999993,567548.6545454543,254.45575046912543,1.5944692017695086,0,0,0.899
1350,1477.1663030303037,277.4,0.8,506.4,25994,27490.58,191.6,395.32,32771,200.2,0.3,2781.32,425242,426237.27272727276,270,2.5,2746.97,409383,409598.2363636363,274.2,3062.53,668447,668418.4060606062,175.6,0.7,3141.82,739986,738789.7333333336,198,1071.1395,38659.1428,38953.85137223948,39039.8233,208.84458307786176,1.251518641595125,1518.5744999999997,48511.239899999986,48700.061133333315,193.5907154340149,1.4872469936877537,2,1480.48,27445,26512.063943446432,188.07,1.48,426.8,11612.36,11984.533333333333,247.84,2.06,1729.75,129272.9,129254.33333333333,264.77,3.28,560.5,19774,21382.60303030303,188.83,1.77,1531.295,113835,113119.2696969697,264.75,3.64,-5,313.5,105.22,121.59999999999991,285.9434150453333,0.22729995324444974,107.95750000000001,419.60775000000024,314.4046500000002,278.17591036520093,1.3304951948825094,2,DSSW20K,firn,37.8,-42.313517060000095,353.65076974111884,0.2603773271067881,,,739.039,23445.2,186.77935625474998,0.4649999999962196,498.375,7574.2,0.7000000000007276,262.52386173925,0.8300000000049931,1838.247,10248.546,267.1885223205751,2.5206861767378697,2966.1175,567884.1318181818,253.1856910994968,0.9391927131149712,0,0,0.93334
1453,1653.1327272727276,279.2,0.9,544.7,29063,30633.415000000005,188.5,396.42,33161,200.1,0.7,2781.96,425569,426621.5636363636,265.4,2,2749.17,410206,410453.8,282.6,3062.93,668934,668921.1939393936,178.5,0.7,3146.37,744681,744336.9454545451,185.2,1073.8924,38948.80832,39179.71836462454,39217.06604,210.675856660354,1.2572147485297422,1526.5826,49015.69412,49241.59037333333,199.4091172089488,1.0173059303621488,2,1490.87,27815,27259.035802395192,201.96,0.46,426.8,11612.36,11984.533333333333,252.26,2.12,1732.5,129446,129437,262.02,1.7,562.533,20013,21426.141090909092,189.89,0.64,1536.75,114404,113678.63636363635,260.58,NAN,-5,313.8,106.3275,126,286.0263683661667,0.5561852938202463,108.95750000000001,446.6482500000003,329.57855500000016,280.47467939521056,1.6820515169062278,2,DSSW20K,firn,37.8,-42.313517060000095,353.73035113477164,0.102086929883089,,,740.10475,23600.5,187.98535915199997,0.4059556626050127,498.9495,7594.2,0.9000000000005457,262.62246076875005,0.18500000000000225,1848.2841666666666,10352.743,267.44431411632206,1.428994155465413,2967.1925,568204.8696969697,253.93023488046606,1.2217339992227638,0,0,0.96669
1552,1729.0266666666669,280,0.8,554.2,30020,31336.230000000003,191.7,396.98,33341,201.6,0.5,2782.73,425975,427154.96363636357,255.3,1.3,2751.37,411071,411347.96969696967,283.5,3063.64,669751,669813.6424242421,185.5,0.2,3150.68,749152,749532.9878787877,188.8,1075.45,39121.240000000005,39307.51466210683,39322.275,203.81318116918754,1.3568914824716378,1531.7725,49331.59375,49585.836,202.36322819891456,1.3446225884624945,2,1496.52,27961,27693.168510578827,204.98,1.71,431.2,11796.04,12272.933333333334,246.8,1.09,1735.25,129627.5,129659.33333333333,263.41,1.02,570.428,20912,21891.5593939394,187.25,1.28,1542.25,114955,114250,267.9,NAN,-4,311.7,109.10100000000003,138,284.3991560247,0.33060593082613776,109.95750000000001,455.17275000000006,344.8125550000002,278.2307402046599,0.516717170698829,2,DE08-2,firn,10,-41.134816709999996,352.5020802552528,0.10426753597168115,352.41630841973364,0.10224717910565151,741.37,23873.8,183.12944747075,0.03499999999999659,499.405,7610.05,0.3500000000003638,264.325934774,0.09000000000000341,1858.31925,10454.905,267.5391756800878,2.7548483114447966,2968.3224999999998,568534.9666666667,252.78723185315422,1.13631604760967,0,0,1.0018
