year,temp
2023,-54.27
2022,-54.13
2021,-54.41
2020,-54.03
2019,-54.21
2018,-54.17
2017,-54.19
2016,-54.41
2015,-54.66
2014,-54.36
2013,-54.07
2012,-54.44
2011,-54.09
2010,-54.36
2009,-54.02
2008,-54.29
2007,-53.91
2006,-54.13
2005,-54.16
2004,-54.39
2003,-54.31
2002,-54.05
2001,-54.33
2000,-54.43
1999,-54.53
1998,-54.42
1997,-54.47
1996,-54.11
1995,-54.39
1994,-54.56
1993,-54.54
1992,-54.14
1991,-53.96
1990,-54.29
1989,-54.43
1988,-54.06
1987,-54.47
1986,-54.39
1985,-54.27
1984,-54.23
1983,-54.16
1982,-54.56
1981,-54.06
1980,-53.84
1979,-54.64
1978,-54.46
1977,-54.21
1976,-54.63
1975,-54.3
1974,-54.35
1973,-54.24
1972,-54.04
1971,-54.26
1970,-54.37
1969,-54.5
1968,-54.5
1967,-54.28
1966,-54.45
1965,-54.47
1964,-54.73
1963,-54.66
1962,-54.96
1961,-54.33
1960,-55.03
1959,-54.64
1958,-54.64
1957,-54.32
1956,-54.42
1955,-54.43
1954,-54.85
1953,-54.85
1952,-54.61
1951,-54.7
1950,-54.39
1949,-54.42
1948,-54.54
1947,-54.48
1946,-54.59
1945,-54.48
1944,-54.61
1943,-54.8
1942,-54.58
1941,-54.43
1940,-54.69
1939,-54.3
1938,-54.53
1937,-54.74
1936,-54.5
1935,-54.64
1934,-54.59
1933,-54.71
1932,-54.77
1931,-54.66
1930,-54.72
1929,-54.68
1928,-54.58
1927,-54.48
1926,-54.58
1925,-54.86
1924,-54.69
1923,-54.72
1922,-54.58
1921,-54.56
1920,-54.76
1919,-54.66
1918,-54.59
1917,-54.54
1916,-54.29
1915,-54.42
1914,-54.54
1913,-54.49
1912,-54.51
1911,-54.63
1910,-54.53
1909,-54.46
1908,-54.84
1907,-54.43
1906,-54.38
1905,-54.64
1904,-54.67
1903,-54.57
1902,-54.38
1901,-54.55
1900,-54.56
1899,-54.41
1898,-54.38
1897,-54.47
1896,-54.61
1895,-54.67
1894,-54.77
1893,-54.56
1892,-54.5
1891,-54.66
1890,-54.42
1889,-54.43
1888,-54.42
1887,-54.6
1886,-54.48
1885,-54.57
1884,-54.47
1883,-54.44
1882,-54.45
1881,-54.54
1880,-54.45
1879,-54.4
1878,-54.26
1877,-54.52
1876,-54.42
1875,-54.43
1874,-54.53
1873,-54.58
1872,-54.5
1871,-54.49
1870,-54.47
1869,-54.45
1868,-54.47
1867,-54.53
1866,-54.5
1865,-54.53
1864,-54.59
1863,-54.52
1862,-54.5
1861,-54.51
1860,-54.49
1859,-54.52
1858,-54.45
1857,-54.57
1856,-54.51
1855,-54.45
1854,-54.53
1853,-54.54
1852,-54.54
2000,
1993,
1987,
1981,
1974,
1967,
1960,
1953,
1945,
1937,
1928,
1920,
1912,-53.62
1904,-52.66
1895,-51.46
1886,-54.15
1877,-54.92
1860,-54.45
1851,-55.02
1841,-53.71
1831,-55.05
1821,-55.61
1811,-54.12
1800,-54.9
1790,-53.45
1779,-54.22
1769,-55.22
1759,-55.73
1749,-53.99
1738,-56.94
1727,-54.08
1717,-53.66
1706,-53.79
1695,-54.52
1684,-54.64
1673,-55.91
1661,-54.84
1649,-54.34
1638,-55.72
1627,-54.91
1615,-55.09
1604,-54.47
1592,-55.17
1580,-55.4
1568,-56.03
1555,-54.97
1543,-54.62
1532,-54.29
1520,-56.23
1508,-54.34
1496,-54.36
1484,-55.06
1472,-55.3
1460,-54.08
1447,-56.86
1435,-55.35
1422,-54.86
1409,-53.24
1396,-53.8
1383,-55.27
1370,-53.1
1357,-55.37
1344,-55.31
1331,-53.04
1318,-53.52
1306,-54.23
1292,-55.46
1278,-55.11
1264,-55.13
1250,-54.99
1235,-55.46
1221,-55.94
1206,-55.41
1192,-54.6
1178,-54.66
1165,-54.18
1152,-54.47
1138,-53.94
1126,-53.56
1113,-53.33
1101,-53.0
1089,-55.53
1075,-53.91
1061,-55.91
1047,-53.58
1033,-55.53
1019,-55.17
1004,-55.05
989,-55.25
975,-54.12
960,-54.9
946,-54.94
932,-55.45
918,-54.36
904,-53.51
890,-54.14
876,-55.25
861,-55.3
847,-53.78
832,-55.04
818,-52.95
804,-55.4
790,-54.84
776,-53.57
762,-53.47
749,-53.62
735,-55.04
721,-53.92
707,-54.13
692,-54.23
678,-54.66
664,-54.8
649,-53.27
635,-54.28
620,-53.61
606,-54.67
592,-52.95
578,-53.61
564,-54.67
550,-54.52
535,-54.98
519,-55.2
503,-54.95
487,-53.46
472,-55.43
456,-54.82
441,-55.04
425,-54.77
410,-53.6
394,-55.42
379,-54.46
362,-54.26
346,-55.65
330,-55.34
313,-53.77
296,-55.74
280,-54.08
264,-54.15
248,-55.31
231,-55.06
214,-54.61
196,-54.4
180,-53.95
163,-55.91
146,-54.25
129,-55.54
111,-55.49
94,-54.15
78,-55.56
62,-52.71
45,-54.5
28,-54.49
12,-54.88
-5,-54.32
-22,-54.8
-40,-55.23
-57,-55.58
-75,-54.52
-93,-55.42
-110,-52.88
-128,-55.2
-145,-55.24
-162,-54.06
-179,-55.14
-197,-54.84
-215,-55.52
-233,-54.98
-252,-54.96
-269,
-286,-53.64
-303,-54.2
-320,-54.85
-338,-54.33
-356,-56.55
-376,-55.91
-396,-55.13
-416,-55.33
-435,-55.44
-454,-56.47
-473,-55.28
-493,-54.5
-512,-55.15
-530,-55.13
-549,-54.34
-567,-54.95
-585,-53.58
-602,-54.61
-620,-53.99
-639,-55.27
-657,-54.13
-674,-53.65
-691,-54.41
-709,-54.69
-728,-55.06
-746,-54.7
-764,-55.38
-782,-53.21
-800,-53.61
-817,-53.69
-834,-53.59
-851,-54.49
-868,-53.18
-885,-53.38
-901,-53.38
-919,-54.46
-938,-55.14
-956,-55.5
-974,-53.93
-992,-54.21
-1011,-54.84
-1030,-55.41
-1049,-54.51
-1068,-55.01
-1087,-54.4
-1105,-54.35
-1124,-54.53
-1142,-53.87
-1160,
-1178,-53.23
-1196,-55.96
-1215,-55.41
-1235,-55.8
-1256,-53.88
-1276,-55.32
-1296,-56.26
-1317,-54.03
-1336,-55.24
-1356,-55.55
-1375,-53.8
-1395,-55.21
-1415,-55.94
-1435,-54.51
-1455,-54.78
-1475,-54.94
-1495,-54.68
-1514,-54.52
-1533,-54.04
-1553,-55.54
-1572,-53.15
-1590,-54.35
-1609,-54.79
-1628,-54.34
-1648,-55.17
-1667,-53.58
-1685,-53.73
-1703,-54.33
-1722,-53.88
-1740,-53.47
-1758,-55.52
-1777,-53.14
-1795,-53.24
-1813,-56.07
-1832,-53.43
-1852,-54.42
-1871,-54.24
-1891,-55.2
-1911,-55.42
-1930,-53.78
-1950,-54.62
-1969,-55.02
-1989,-54.69
-2010,-54.91
-2029,-54.1
-2049,-55.06
-2069,-55.09
-2087,-53.72
-2106,-53.69
-2126,-55.66
-2145,-53.61
-2164,-53.68
-2184,-55.09
-2203,-54.92
-2223,-54.44
-2242,-54.0
-2262,-56.07
-2281,-53.83
-2300,-53.19
-2319,-54.7
-2338,-53.14
-2356,-54.98
-2376,-55.53
-2396,-54.5
-2417,-54.21
-2436,-54.46
-2456,-54.82
-2475,-55.4
-2495,-54.15
-2514,-53.17
-2533,-54.89
-2552,-53.72
-2571,-55.2
-2591,-54.9
-2612,-55.3
-2632,-54.49
-2651,-54.34
-2671,-54.23
-2691,-55.06
-2711,-54.51
-2730,-54.66
-2751,-54.88
-2770,-53.56
-2790,-55.26
-2810,-55.71
-2830,-54.78
-2851,-54.87
-2871,-55.66
-2892,-54.82
-2912,-53.83
-2932,-54.25
-2951,-54.66
-2970,-54.53
-2989,-54.13
-3008,-53.52
-3027,-55.0
-3047,-55.16
-3067,-54.82
-3087,-54.79
-3106,-54.14
-3127,-55.45
-3147,-54.74
-3167,-54.63
-3186,-54.25
-3206,-53.94
-3224,-53.92
-3243,-54.24
-3262,-54.97
-3282,-54.67
-3303,-55.88
-3323,-54.76
-3342,-53.81
-3362,-54.71
-3381,-53.82
-3400,-54.76
-3419,-54.47
-3439,-53.96
-3458,-56.64
-3480,-55.58
-3502,-55.78
-3524,-54.56
-3545,-55.8
-3566,-56.69
-3588,-55.32
-3610,-54.5
-3629,-53.27
-3647,-54.76
-3667,-54.4
-3686,-55.25
-3706,-54.6
-3726,-54.74
-3746,-55.47
-3766,-53.93
-3786,-55.27
-3806,-53.12
-3824,-55.22
-3843,-53.59
-3861,-53.49
-3880,-55.48
-3899,-54.21
-3918,-53.93
-3936,-54.18
-3955,-55.04
-3975,-55.39
-3996,-55.21
-4017,-56.04
-4038,-55.0
-4058,-54.05
-4077,-54.52
-4097,-54.9
-4116,-55.3
-4136,-54.44
-4156,-54.01
-4176,-56.02
-4196,-53.7
-4215,-55.43
-4235,-55.01
-4255,-55.21
-4274,-54.47
-4294,-55.18
-4315,-55.73
-4335,-54.23
-4356,-54.69
-4375,-55.8
-4396,-56.05
-4417,-54.88
-4437,-55.87
-4459,-55.26
-4480,-54.97
-4499,-53.71
-4518,-54.64
-4537,-56.28
-4558,-55.84
-4580,-53.69
-4600,-54.98
-4619,-55.77
-4640,-55.21
-4661,-56.77
-4683,-54.72
-4704,-56.0
-4725,-56.5
-4745,-53.9
-4764,-54.27
-4784,-54.78
-4804,-55.97
-4825,-55.81
-4846,-55.7
-4867,-55.57
-4887,-55.09
-4907,-53.75
-4926,-54.75
-4944,-53.51
-4963,-55.23
-4983,-55.3
-5003,-55.73
-5023,-54.99
-5043,-54.79
-5063,-55.94
-5084,-55.44
-5105,-55.16
-5126,-55.61
-5146,-55.66
-5167,-54.89
-5188,-56.41
-5209,-57.5
-5233,-55.82
-5256,-55.43
-5277,-56.32
-5298,-56.06
-5320,-55.93
-5341,-54.9
-5361,-53.62
-5379,-55.31
-5399,-56.6
-5420,-55.54
-5442,-56.34
-5464,-56.19
-5486,-54.74
-5507,-56.03
-5527,-56.27
-5548,-55.43
-5568,-54.47
-5588,-55.43
-5607,-53.8
-5626,-55.21
-5645,-53.67
-5664,-55.64
-5683,-56.21
-5704,-55.32
-5725,-54.96
-5744,-54.07
-5763,-56.38
-5783,-55.64
-5803,-53.71
-5823,-54.03
-5842,-56.53
-5862,-55.54
-5883,-55.97
-5904,-55.99
-5924,-54.84
-5943,-54.24
-5963,-55.06
-5982,-55.56
-6002,-55.74
-6023,-55.91
-6044,-55.75
-6066,-56.69
-6087,-55.37
-6110,-57.59
-6132,-55.63
-6154,-55.15
-6174,-55.9
-6195,-56.54
-6218,-57.04
-6241,-56.75
-6263,-55.81
-6285,-56.21
-6305,-55.27
-6326,-55.85
-6347,-55.93
-6368,-55.76
-6389,-55.74
-6411,-56.9
-6433,-56.19
-6455,-56.39
-6476,-55.9
-6497,-55.24
-6518,-55.2
-6538,-55.35
-6558,-57.29
-6578,-55.24
-6599,-54.12
-6619,-55.31
-6639,-56.04
-6658,-54.48
-6678,-55.72
-6698,-55.63
-6718,-55.2
-6738,-56.1
-6758,-56.05
-6779,-55.34
-6800,-55.79
-6819,-54.94
-6839,-56.5
-6861,-56.12
-6883,-55.43
-6902,-54.69
-6921,-55.4
-6941,-55.36
-6960,-55.36
-6980,-55.63
-6999,-54.45
-7018,-54.6
-7038,-55.99
-7057,-55.17
-7077,-55.44
-7096,-55.09
-7116,-55.59
-7135,-54.99
-7155,-54.99
-7176,-57.06
-7197,-56.4
-7217,-54.56
-7237,-55.92
-7256,-54.39
-7274,-53.96
-7292,-55.01
-7311,-55.49
-7331,-56.07
-7350,-54.54
-7369,-54.78
-7388,-54.95
-7407,-55.07
-7425,-54.64
-7443,-54.83
-7462,-54.26
-7479,
-7497,-54.02
-7514,-54.98
-7533,-56.52
-7553,-54.83
-7573,-55.61
-7591,-54.46
-7610,-55.25
-7628,-53.71
-7646,-54.6
-7664,-55.66
-7683,-54.58
-7701,-54.88
-7719,-53.39
-7736,-54.54
-7753,-54.49
-7771,-54.05
-7788,-54.57
-7805,-53.17
-7821,-53.88
-7838,-56.9
-7858,-54.63
-7878,-54.7
-7897,-56.07
-7916,-53.82
-7934,-55.11
-7951,-54.35
-7969,-55.15
-7988,-55.47
-8007,-54.15
-8025,-54.86
-8043,-55.25
-8061,-54.24
-8079,-54.18
-8096,-54.7
-8114,-54.21
-8132,-55.68
-8150,-54.48
-8167,-53.11
-8184,-54.07
-8201,-54.52
-8219,-54.97
-8236,-54.12
-8254,-54.7
-8272,-55.58
-8290,-55.88
-8309,-53.89
-8327,-54.57
-8345,-54.65
-8363,-54.38
-8381,-56.26
-8399,-54.24
-8418,-55.77
-8437,-54.97
-8456,-55.21
-8475,-56.03
-8494,-54.19
-8512,-53.97
-8528,-53.34
-8544,-54.09
-8561,-54.52
-8577,-52.38
-8593,-55.73
-8611,-54.62
-8630,-55.05
-8649,-55.38
-8667,-55.14
-8686,-55.01
-8704,-54.77
-8722,-53.64
-8740,-55.27
-8758,-55.34
-8776,-55.51
-8796,-55.58
-8815,-55.46
-8834,-54.85
-8852,-54.72
-8870,-54.25
-8888,-55.01
-8906,-55.86
-8925,-55.3
-8944,-54.83
-8962,-54.22
-8980,-55.46
-8999,-56.31
-9018,-55.16
-9038,-54.62
-9056,-54.77
-9073,-54.2
-9091,-54.58
-9110,-55.95
-9128,-55.64
-9147,-54.97
-9166,-55.91
-9186,-56.12
-9206,-55.43
-9225,-54.13
-9242,-53.97
-9259,-54.32
-9277,-54.79
-9295,-56.65
-9314,-55.11
-9333,-54.82
-9352,-55.45
-9368,-53.21
-9385,-53.39
-9403,-56.27
-9422,-55.28
-9441,-56.09
-9460,-55.27
-9480,-54.87
-9498,-54.08
-9515,-54.36
-9532,-53.71
-9549,-54.22
-9566,-55.23
-9584,-55.83
-9604,-55.42
-9623,-55.66
-9642,-55.65
-9662,-54.69
-9680,-55.55
-9699,-54.49
-9717,-55.56
-9735,-54.43
-9753,-55.79
-9772,-55.0
-9791,-55.38
-9810,-54.43
-9828,-55.8
-9848,-56.98
-9869,-56.35
-9891,-56.59
-9912,-56.36
-9933,-56.61
-9955,-56.34
-9976,-57.28
-9999,-57.14
-10022,-56.19
-10043,-56.49
-10064,-56.46
-10086,-57.52
-10109,-57.07
-10132,-57.41
-10155,-58.94
-10180,-57.53
-10206,-57.47
-10230,-58.31
-10254,-57.13
-10277,-56.62
-10299,-58.11
-10323,-56.73
-10347,-58.730000000000004
-10373,-58.9
-10399,-57.99
-10425,-59.41
-10451,-57.67
-10477,-57.26
-10502,-58.6
-10527,-58.64
-10553,-58.36
-10580,-60.0
-10609,-59.41
-10638,-59.67
-10667,-59.15
-10695,-59.65
-10723,-58.38
-10750,-58.85
-10777,-58.69
-10804,-59.78
-10834,-60.03
-10862,-58.6
-10890,-59.24
-10917,-58.06
-10944,-58.91
-10971,-59.32
-10999,-59.54
-11028,-59.08
-11055,-58.35
-11082,-58.55
-11108,-59.11
-11136,-59.67
-11165,-59.2
-11193,-58.769999999999996
-11220,-57.97
-11245,-58.44
-11271,-59.1
-11298,-58.1
-11324,-58.07
-11350,-58.62
-11376,-58.78
-11403,-59.81
-11433,-59.56
-11462,-58.99
-11490,-59.42
-11517,-58.47
-11544,-57.26
-11569,-58.96
-11595,-58.38
-11622,-59.33
-11650,-59.480000000000004
-11679,-59.56
-11708,-59.53
-11736,-58.68
-11764,-59.28
-11792,-58.93
-11820,-57.56
-11846,-59.57
-11872,-57.65
-11898,-59.1
-11925,-59.18
-11953,-58.730000000000004
-11979,-57.99
-12005,-57.32
-12028,-57.14
-12052,-57.74
-12077,-58.48
-12103,-58.55
-12130,-58.980000000000004
-12156,-57.77
-12181,-57.21
-12205,-57.5
-12229,-57.93
-12254,-58.64
-12279,-55.52
-12301,-56.43
-12322,-56.66
-12344,-57.19
-12367,-57.0
-12390,-57.46
-12414,-57.02
-12440,-59.82
-12467,-58.28
-12491,-57.21
-12516,-58.67
-12543,-58.67
-12570,-58.05
-12596,-59.09
-12623,-58.7
-12651,-59.92
-12680,-59.44
-12709,-58.72
-12737,-59.53
-12765,-58.94
-12793,-58.12
-12820,-58.54
-12846,-58.79
-12873,-58.12
-12899,-58.519999999999996
-12926,-58.75
-12954,-60.019999999999996
-12983,-56.8
-13008,-59.04
-13034,-59.6
-13063,-59.59
-13092,-58.55
-13119,-58.67
-13147,-59.0
-13174,-58.86
-13202,-59.26
-13231,-59.66
-13261,-60.22
-13292,-59.97
-13323,-60.16
-13354,-60.01
-13385,-60.24
-13416,-60.2
-13447,-59.25
-13477,-59.61
-13506,-59.85
-13537,-60.51
-13568,-59.69
-13599,-60.87
-13631,-59.3
-13662,-59.89
-13691,-59.75
-13722,-60.11
-13753,-59.82
-13783,-60.12
-13815,-60.32
-13847,-60.68
-13879,-59.89
-13911,-61.16
-13944,-60.41
-13977,-60.46
-14009,-60.96
-14043,-61.4
-14078,-61.26
-14113,-60.44
-14146,-60.6
-14178,-60.57
-14211,-60.72
-14245,-61.91
-14280,-60.94
-14315,-60.62
-14349,-61.26
-14383,-61.29
-14418,-61.25
-14454,-61.36
-14490,-62.65
-14528,-61.55
-14565,-61.94
-14602,-61.65
-14639,-61.32
-14676,-63.33
-14715,-61.87
-14755,-62.71
-14794,-62.61
-14834,-62.730000000000004
-14875,-63.5
-14917,-62.24
-14957,-62.3
-14996,-62.88
-15036,-61.88
-15074,-63.16
-15116,-61.9
-15155,-63.87
-15198,-63.0
-15240,-62.9
-15282,-63.61
-15325,-62.89
-15367,-63.58
-15411,-64.03999999999999
-15457,-63.97
-15502,-63.97
-15548,-64.2
-15595,-62.63
-15636,-63.47
-15680,-64.24
-15725,-63.4
-15769,-63.37
-15814,-64.03999999999999
-15859,-64.32
-15906,-64.14
-15953,-63.71
-15998,-63.75
-16043,-63.44
-16087,-63.68
-16132,-63.95
-16178,-63.91
-16223,-63.86
-16269,-64.01
-16315,-63.9
-16361,-64.85
-16411,-63.17
-16454,-63.76
-16499,-63.06
-16543,-64.42
-16589,-63.71
-16635,-64.11
-16682,-63.86
-16727,-63.519999999999996
-16773,-64.19
-16819,-63.34
-16865,-64.62
-16912,-63.84
-16957,-62.94
-17002,-64.93
-17051,-64.39
-17098,-63.019999999999996
-17143,-64.03999999999999
-17189,-63.84
-17234,-62.31
-17275,-64.05
-17321,-63.41
-17367,-64.46000000000001
-17414,-63.66
-17461,-64.25
-17508,-64.12
-17556,-64.69
-17605,-63.87
-17652,-64.69
-17702,-64.43
-17750,-63.44
-17795,-63.34
-17839,-63.03
-17883,-64.01
-17930,-64.93
-17980,-64.31
-18029,-63.9
-18075,-63.54
-18121,-63.96
-18167,-63.21
-18213,-64.28999999999999
-18260,-63.72
-18307,-64.03
-18354,-64.19
-18402,-64.22
-18451,-64.68
-18500,-63.42
-18545,-63.33
-18590,-63.81
-18637,-63.99
-18684,-64.15
-18732,-64.14
-18780,-63.53
-18826,-63.86
-18873,-63.91
-18920,-63.97
-18967,-63.89
-19015,-64.64
-19064,-63.75
-19112,-64.02
-19159,-63.24
-19204,-63.56
-19251,-64.52
-19300,-64.53999999999999
-19349,-63.7
-19396,-63.09
-19440,-62.42
-19484,-64.6
-19532,-64.21000000000001
-19580,-63.4
-19627,-64.14
-19675,-64.62
-19725,-64.07
-19774,-63.46
-19820,-63.22
-19864,-62.97
-19909,-63.92
-19956,-63.64
-20003,-64.1
-20051,-63.95
-20099,-64.32
-20149,-64.48
-20199,-64.17
-20248,-63.31
-20294,-64.53999999999999
-20345,-64.41
-20395,-62.86
-20439,-63.64
-20485,-63.91
-20533,-63.24
-20579,-63.72
-20626,-64.42
-20675,-63.5
-20723,-64.48
-20773,-63.86
-20821,-64.12
-20870,-63.89
-20919,-64.23
-20968,-64.05
-21017,-63.61
-21063,-62.93
-21109,-63.34
-21154,-62.730000000000004
-21198,-63.49
-21244,-63.69
-21291,-63.29
-21338,-64.75
-21389,-63.86
-21438,-63.45
-21485,-63.78
-21533,-63.19
-21578,-63.38
-21625,-63.55
-21672,-63.14
-21717,-63.45
-21764,-63.79
-21812,-63.86
-21861,-64.89
-21914,-64.45
-21965,-64.12
-22015,-64.02
-22065,-65.08
-22119,-64.18
-22169,-63.9
-22218,-63.55
-22265,-63.5
-22313,-64.26
-22363,-63.83
-22412,-64.57
-22464,-64.6
-22516,-62.480000000000004
-22560,-63.49
-22608,-64.4
-22659,-64.71000000000001
-22712,-64.56
-22764,-64.46000000000001
-22816,-64.39
-22867,-64.03999999999999
-22917,-64.34
-22969,-63.89
-23018,-64.33
-23070,-64.45
-23122,-64.33
-23173,-63.85
-23222,-63.85
-23272,-64.71000000000001
-23325,-64.98
-23380,-64.82
-23433,-64.03999999999999
-23485,-64.37
-23536,-64.34
-23588,-64.17
-23639,-64.03999999999999
-23689,-63.8
-23740,-64.69
-23792,-64.52
-23845,-64.03
-23897,-64.97
-23949,-63.43
-23999,-64.11
-24050,-64.7
-24103,-63.480000000000004
-24152,-64.35
-24204,-64.46000000000001
-24256,-63.67
-24306,-64.9
-24361,-64.46000000000001
-24413,-63.519999999999996
-24462,-64.44
-24515,-63.84
-24565,-64.09
-24616,-64.46000000000001
-24669,-64.69
-24723,-64.61
-24776,-63.55
-24827,-63.980000000000004
-24877,-64.22
-24929,-64.63
-24983,-64.09
-25035,-64.25
-25087,-64.2
-25139,-64.43
-25191,-63.72
-25242,-63.29
-25290,-62.78
-25337,-63.34
-25382,-61.41
-25427,-63.75
-25475,-63.53
-25524,-63.19
-25573,-65.01
-25627,-63.64
-25677,-62.36
-25723,-62.21
-25767,-63.11
-25814,-63.44
-25863,-63.9
-25914,-62.88
-25961,-63.31
-26010,-64.37
-26063,-64.72
-26117,-63.65
-26168,-63.92
-26220,-64.43
-26273,-63.92
-26325,-63.21
-26373,-63.39
-26422,-62.7
-26468,-62.34
-26514,-63.19
-26561,-63.11
-26610,-63.09
-26658,-63.37
-26707,-63.96
-26758,-63.64
-26809,-63.41
-26859,-63.769999999999996
-26909,-62.85
-26957,-63.38
-27005,-62.78
-27053,-63.22
-27101,-62.76
-27148,-62.6
-27195,-62.730000000000004
-27241,-61.89
-27285,-63.1
-27332,-62.05
-27377,-62.43
-27424,-63.92
-27474,-63.38
-27524,-62.92
-27572,-62.85
-27620,-62.92
-27667,-62.83
-27714,-62.32
-27760,-62.86
-27808,-63.4
-27858,-64.32
-27912,-63.94
-27964,-63.88
-28017,-64.35
-28070,-62.9
-28120,-64.53
-28174,-63.75
-28226,-63.69
-28277,-62.81
-28327,-64.44
-28379,-63.11
-28430,-63.56
-28481,-63.69
-28532,-63.69
-28584,-63.79
-28636,-63.38
-28686,-63.38
-28737,-63.37
-28787,-63.37
-28837,-63.37
-28887,-62.07
-28933,-63.19
-28982,-63.269999999999996
-29032,-63.019999999999996
-29081,-64.01
-29135,-64.43
-29190,-63.79
-29243,-63.97
-29297,-64.53999999999999
-29352,-63.92
-29405,-63.41
-29457,-63.57
-29508,-63.4
-29560,-64.37
-29614,-63.42
-29668,-64.86
-29723,-63.69
-29775,-62.0
-29822,-62.8
-29871,-63.38
-29920,-63.0
-29969,-61.57
-30014,-62.62
-30061,-61.4
-30105,-62.9
-30153,-63.14
-30203,-62.81
-30252,-63.31
-30302,-62.7
-30351,-62.88
-30399,-62.28
-30448,-63.519999999999996
-30497,-62.45
-30546,-62.59
-30595,-63.66
-30647,-64.27
-30702,-63.96
-30756,-63.81
-30810,-64.38
-30865,-63.74
-30919,-63.09
-30970,-63.75
-31022,-63.24
-31073,-62.68
-31122,-62.53
-31170,-62.43
-31217,-62.03
-31264,-62.56
-31312,-62.26
-31359,-61.980000000000004
-31405,-62.8
-31454,-62.56
-31502,-62.97
-31552,-62.64
-31601,-62.62
-31649,-62.22
-31698,-63.82
-31749,-62.6
-31799,-63.269999999999996
-31851,-64.03
-31905,-64.03
-31960,-64.03
-32016,-64.02
-32071,-64.02
-32126,-63.66
-32180,-63.03
-32230,-63.62
-32284,-63.47
-32337,-64.08
-32392,-63.58
-32445,-62.69
-32495,-62.53
-32543,-63.05
-32594,-61.89
-32641,-62.84
-32690,-62.25
-32738,-62.18
-32786,-62.980000000000004
-32834,-61.85
-32881,-61.9
-32929,-62.87
-32977,-62.54
-33026,-62.19
-33073,-61.53
-33119,-62.19
-33166,-62.91
-33216,-62.22
-33264,-61.59
-33310,-62.019999999999996
-33357,-62.68
-33406,-62.74
-33455,-62.56
-33503,-61.31
-33550,-63.019999999999996
-33600,-63.17
-33651,-62.31
-33700,-62.11
-33747,-62.39
-33796,-63.18
-33848,-62.68
-33898,-63.74
-33952,-62.47
-34002,-62.519999999999996
-34051,-62.58
-34100,-62.55
-34150,-63.57
-34203,-63.19
-34256,-63.04
-34307,-62.82
-34358,-62.34
-34407,-62.34
-34456,-62.59
-34505,-62.7
-34555,-62.55
-34604,-62.269999999999996
-34654,-62.94
-34704,-62.58
-34754,-62.45
-34804,-63.16
-34856,-63.34
-34909,-63.04
-34961,-62.67
-35010,-61.5
-35057,-61.13
-35101,-62.41
-35150,-62.38
-35199,-62.39
-35247,-61.12
-35293,-62.29
-35340,-61.34
-35387,-62.41
-35434,-61.34
-35480,-62.64
-35529,-61.35
-35575,-61.68
-35620,-60.54
-35663,-60.68
-35705,-60.769999999999996
-35747,-59.64
-35787,-60.91
-35829,-59.72
-35868,-59.16
-35907,-60.66
-35948,-61.67
-35995,-61.730000000000004
-36042,-62.36
-36088,-60.480000000000004
-36131,-60.0
-36174,-61.63
-36218,-61.75
-36265,-62.13
-36313,-60.33
-36356,-61.78
-36400,-60.79
-36444,-61.07
-36489,-61.53
-36534,-61.12
-36578,-60.89
-36622,-60.91
-36665,-60.84
-36709,-61.32
-36754,-61.68
-36800,-62.03
-36848,-60.65
-36891,-61.39
-36936,-61.09
-36980,-60.96
-37026,-62.28
-37072,-61.37
-37118,-60.45
-37161,-62.55
-37211,-62.230000000000004
-37260,-62.7
-37311,-62.55
-37361,-62.47
-37412,-62.7
-37462,-62.47
-37513,-62.53
-37564,-63.519999999999996
-37619,-63.7
-37674,-63.6
-37729,-62.68
-37782,-63.74
-37837,-62.33
-37887,-62.980000000000004
-37939,-62.24
-37989,-62.62
-38039,-61.7
-38088,-62.75
-38138,-62.24
-38188,-62.09
-38238,-63.13
-38290,-63.03
-38343,-62.91
-38394,-61.69
-38443,-62.04
-38491,-61.76
-38540,-63.04
-38592,-63.39
-38646,-63.22
-38701,-63.2
-38755,-63.32
-38809,-62.92
-38862,-62.64
-38915,-63.89
-38969,-62.65
-39022,-62.519999999999996
-39073,-62.269999999999996
-39123,-62.07
-39173,-63.08
-39224,-61.81
-39272,-60.95
-39318,-62.05
-39366,-62.08
-39415,-62.33
-39465,-63.07
-39519,-61.16
-39565,-63.33
-39619,-62.29
-39670,-63.230000000000004
-39723,-62.45
-39774,-62.72
-39827,-63.47
-39882,-62.86
-39935,-63.3
-39990,-63.24
-40044,-63.25
-40099,-63.56
-40155,-63.54
-40211,-62.72
-40264,-63.39
-40318,-62.019999999999996
-40369,-62.68
-40420,-62.86
-40472,-62.04
-40522,-62.05
-40572,-62.269999999999996
-40622,-62.96
-40674,-61.62
-40723,-63.019999999999996
-40776,-62.11
-40826,-62.44
-40877,-61.91
-40926,-61.25
-40972,-61.57
-41019,-61.519999999999996
-41066,-61.7
-41113,-61.12
-41160,-61.33
-41206,-62.01
-41254,-61.33
-41302,-62.53
-41353,-62.43
-41404,-60.97
-41449,-61.43
-41496,-61.86
-41545,-62.4
-41596,-62.56
-41647,-61.87
-41696,-62.07
-41746,-62.31
-41796,-61.72
-41846,-62.92
-41898,-63.18
-41952,-62.519999999999996
-42003,-62.44
-42054,-63.24
-42108,-63.16
-42162,-62.81
-42215,-63.32
-42270,-63.269999999999996
-42326,-62.94
-42379,-62.54
-42431,-61.54
-42481,-62.13
-42531,-63.230000000000004
-42584,-62.8
-42638,-62.96
