year,rain
1974,106.0
1974,34.2
1974,51.7
1974,79.7
1974,181.4
1974,41.6
1974,75.6
1974,43.7
1975,105.6
1975,57.6
1975,43.2
1975,50.5
1975,21.5
1975,23.1
1975,34.9
1975,45.0
1975,87.0
1975,102.3
1975,66.3
1975,20.8
1976,66.8
1976,45.6
1976,91.1
1976,24.2
1976,63.1
1976,27.6
1976,64.1
1976,16.3
1976,94.9
1976,192.7
1976,88.9
1976,84.3
1977,118.2
1977,193.6
1977,102.3
1977,58.8
1977,23.4
1977,56.7
1977,27.8
1977,112.6
1977,58.6
1977,222.6
1977,73.7
1977,177.4
1978,86.6
1978,145.8
1978,75.5
1978,63.4
1978,26.4
1978,39.8
1978,77.5
1978,148.8
1978,15.7
1978,52.4
1978,66.3
1978,241.9
1979,77.7
1979,98.6
1979,88.1
1979,54.0
1979,95.1
1979,35.9
1979,26.2
1979,104.7
1979,51.3
1979,186.8
1979,79.4
1979,149.9
1980,160.6
1980,144.3
1980,102.3
1980,21.3
1980,33.3
1980,71.6
1980,119.4
1980,138.0
1980,103.8
1980,143.6
1980,85.3
1980,76.1
1981,23.7
1981,75.8
1981,199.9
1981,34.6
1981,134.3
1981,70.3
1981,21.6
1981,19.5
1981,130.7
1981,83.0
1981,75.7
1981,135.4
1982,106.5
1982,104.0
1982,83.8
1982,39.9
1982,54.9
1982,143.6
1982,18.1
1982,53.6
1982,137.6
1982,164.4
1982,180.3
1982,107.0
1983,86.9
1983,74.2
1983,84.7
1983,77.6
1983,123.4
1983,45.1
1983,17.0
1983,139.6
1983,118.0
1983,104.7
1983,37.4
1983,123.5
1984,140.0
1984,67.7
1984,58.8
1984,61.1
1984,25.1
1984,21.2
1984,22.3
1984,56.6
1984,102.8
1984,117.8
1984,170.0
1984,89.2
1985,84.4
1985,109.5
1985,104.2
1985,52.4
1985,51.0
1985,72.3
1985,51.4
1985,142.4
1985,55.5
1985,46.3
1985,141.7
1985,121.7
1986,106.9
1986,4.7
1986,106.3
1986,64.2
1986,76.2
1986,133.9
1986,58.6
1986,162.9
1986,3.1
1986,79.2
1986,109.0
1986,157.1
1987,79.8
1987,82.1
1987,90.4
1987,104.8
1987,23.9
1987,91.2
1987,19.1
1987,63.8
1987,106.1
1987,181.0
1987,85.4
1987,111.0
1988,209.7
1988,54.8
1988,67.5
1988,77.6
1988,115.2
1988,46.6
1988,160.6
1988,124.3
1988,31.3
1988,135.8
1988,54.3
1988,37.3
1989,63.0
1989,72.4
1989,129.4
1989,75.9
1989,6.6
1989,62.9
1989,22.9
1989,68.4
1989,62.6
1989,111.5
1989,71.7
1989,155.3
1990,103.5
1990,135.4
1990,13.3
1990,21.0
1990,27.9
1990,80.0
1990,45.8
1990,42.9
1990,39.5
1990,144.8
1990,80.8
1990,92.0
1991,90.9
1991,89.2
1991,96.0
1991,88.7
1991,2.7
1991,85.1
1991,58.2
1991,24.0
1991,94.4
1991,156.1
1991,61.0
1991,39.3
1992,34.2
1992,53.5
1992,68.2
1992,75.7
1992,37.7
1992,54.9
1992,81.0
1992,107.9
1992,109.0
1992,25.7
1992,106.8
1992,86.4
1993,102.1
1993,31.7
1993,54.8
1993,76.5
1993,220.6
1993,78.8
1993,73.1
1993,37.1
1993,169.2
1993,72.1
1993,113.4
1993,129.1
1994,130.8
1994,159.0
1994,107.4
1994,79.1
1994,66.2
1994,29.3
1994,126.0
1994,81.1
1994,69.3
1994,75.3
1994,105.9
1994,96.2
1995,129.7
1995,112.2
1995,62.0
1995,23.3
1995,57.9
1995,11.6
1995,46.6
1995,10.2
1995,66.2
1995,98.4
1995,125.8
1995,146.4
1996,223.6
1996,74.6
1996,135.6
1996,113.3
1996,47.2
1996,39.0
1996,57.8
1996,94.5
1996,20.2
1996,132.1
1996,95.3
1996,41.2
1997,25.7
1997,74.5
1997,10.9
1997,34.4
1997,85.9
1997,121.0
1997,48.5
1997,239.0
1997,48.8
1997,72.0
1997,182.6
1997,97.9
1998,151.2
1998,15.6
1998,91.6
1998,113.5
1998,46.6
1998,144.1
1998,44.6
1998,35.1
1998,71.2
1998,103.3
1998,129.9
1998,108.8
1999,95.0
1999,34.0
1999,33.1
1999,86.2
1999,71.3
1999,29.5
1999,23.2
1999,74.6
1999,148.9
1999,57.3
1999,61.7
1999,125.2
2000,49.1
2000,81.0
2000,16.5
2000,73.2
2000,73.4
2000,35.7
2000,58.4
2000,56.1
2000,100.5
2000,185.5
2000,178.6
2000,175.0
2001,73.1
2001,89.0
2001,107.8
2001,89.2
2001,22.2
2001,46.0
2001,98.2
2001,69.9
2001,60.7
2001,138.1
2001,26.3
2001,52.6
2002,135.5
2002,118.7
2002,43.4
2002,146.5
2002,108.9
2002,86.0
2002,41.9
2002,54.1
2002,11.6
2002,269.7
2002,191.0
2002,146.6
2003,83.0
2003,60.8
2003,41.5
2003,101.7
2003,98.3
2003,102.4
2003,100.6
2003,11.2
2003,60.5
2003,79.7
2003,113.8
2003,95.9
2004,128.4
2004,58.6
2004,65.2
2004,46.1
2004,36.2
2004,73.8
2004,37.2
2004,133.3
2004,82.8
2004,172.5
2004,35.2
2004,55.0
2005,85.9
2005,36.3
2005,83.0
2005,124.6
2005,72.2
2005,38.5
2005,91.0
2005,26.5
2005,68.7
2005,228.9
2005,96.1
2005,51.4
2006,52.9
2006,46.0
2006,143.2
2006,24.7
2006,139.4
2006,24.9
2006,45.5
2006,88.3
2006,168.3
2006,171.0
2006,136.3
2006,145.1
2007,66.9
2007,114.5
2007,50.0
2007,35.0
2007,38.6
2007,165.2
2007,127.8
2007,129.6
2007,43.6
2007,37.4
2007,55.7
2007,79.3
2008,112.7
2008,30.4
2008,58.6
2008,52.9
2008,48.3
2008,129.7
2008,143.5
2008,139.6
2008,76.5
2008,162.7
2008,54.2
2008,56.0
2009,109.7
2009,28.4
2009,26.2
2009,126.3
2009,72.7
2009,71.4
2009,215.5
2009,136.4
2009,45.0
2009,162.1
2009,199.5
2009,141.2
2010,129.4
2010,60.9
2010,74.5
2010,40.0
2010,87.1
2010,59.4
2010,125.0
2010,20.1
2010,106.0
2010,86.1
2010,124.6
2010,76.0
2011,57.2
2011,114.4
2011,28.2
2011,19.0
2011,41.0
2011,110.8
2011,59.5
2011,32.3
2011,92.3
2011,126.7
2011,77.1
2011,59.0
2012,62.9
2012,20.7
2012,28.3
2012,113.4
2012,49.4
2012,236.4
2012,87.1
2012,200.0
2012,32.9
2012,104.6
2012,166.8
2012,94.9
2013,141.7
2013,45.5
2013,108.8
2013,44.0
2013,46.7
2013,49.4
2013,35.5
2013,59.2
2013,39.0
2013,200.5
2013,37.6
2013,152.4
2014,154.7
2014,186.6
2014,86.8
2014,85.2
2014,74.9
2014,41.2
2014,45.7
2014,128.4
2014,13.4
2014,133.0
2014,220.5
2014,43.7
2015,68.8
2015,38.2
2015,62.9
2015,19.5
2015,147.2
2015,38.3
2015,142.4
2015,68.9
2015,77.3
2015,83.6
2015,109.3
2015,301.2
2016,152.9
2016,111.6
2016,50.5
2016,82.4
2016,68.4
2016,96.6
2016,38.7
2016,63.6
2016,126.8
2016,37.4
2016,40.4
2016,136.9
2017,61.6
2017,78.7
2017,77.4
2017,25.9
2017,105.8
2017,135.5
2017,62.3
2017,81.6
2017,150.4
2017,57.6
2017,64.9
2017,104.5
2018,114.8
2018,44.3
2018,196.0
2018,117.1
2018,36.8
2018,12.6
2018,53.9
2018,50.3
2018,85.1
2018,62.9
2018,227.9
2018,194.5
2019,49.5
2019,65.1
2019,112.5
2019,116.0
2019,22.2
2019,91.2
2019,26.6
2019,103.3
2019,118.4
2019,161.5
2019,176.9
2019,101.5
2020,80.2
2020,127.8
2020,38.5
2020,43.3
2020,15.4
2020,146.1
2020,82.7
2020,172.7
2020,38.2
2020,98.8
2020,105.3
2020,148.3
2021,117.2
2021,138.1
2021,40.6
2021,24.6
2021,136.9
2021,19.3
2021,67.9
2021,58.7
2021,64.9
2021,234.1
2021,21.3
2021,154.1
2022,25.3
2022,103.9
2022,86.1
2022,43.6
2022,53.8
2022,74.6
2022,19.1
2022,29.2
2022,178.5
2022,173.2
2022,152.4
2022,106.9
2023,99.6
2023,8.3
2023,163.2
2023,45.4
2023,31.0
2023,90.6
2023,133.0
2023,83.5
2023,179.5
2023,228.8
2023,73.7
2023,129.2
2024,94.0
