year,ch4
-2359,567.7
-2375,579.021
-2406,583.993827
-2415,569.7
-2489,569.8833134
-2510,568.1
-2520,582.4490752
-2523,561.7
-2546,580.0672454
-2600,559.5086695
-2639,579.7013541
-2674,559.659818
-2732,563.0
-2751,559.6650635
-2789,569.902
-2805,563.3
-2873,578.5428881
-2899,569.9
-2914,572.6807521
-2918,567.7
-3051,561.0
-3117,563.0
-3161,550.596
-3199,552.665624
-3206,558.3
-3271,573.7062461
-3319,560.745267
-3322,564.2
-3387,576.801097
-3413,565.0
-3468,570.1361675
-3508,566.0
-3523,579.5658932
-3575,580.6022905
-3599,563.4806102
-3606,568.3
-3647,591.1240422
-3693,571.3
-3700,577.6611797
-3703,569.7
-3706,581.4602016
-3734,584.3
-3762,586.1507089
-3884,575.0
-3920,569.9914556
-3964,584.4424811
-4039,564.0
-4043,602.4646452
-4072,591.7
-4079,597.1554737
-4083,581.0
-4108,596.6476978
-4165,589.8184557
-4301,590.127
-4306,577.0
-4313,583.1917793
-4354,591.9237093
-4391,577.119004
-4396,580.0
-4400,581.0495945
-4434,587.1366406
-4453,587.7
-4502,616.8977809
-4552,601.5953347
-4591,601.6308641
-4648,599.0
-4656,601.4185
-4659,595.3
-4686,606.5437038
-4740,603.6
-4757,635.9298692
-4758,603.3
-4787,607.9864841
-4866,605.3
-4951,632.5764859
-4973,607.0
-5010,613.5436639
-5065,631.0443895
-5069,609.7
-5154,612.446
-5155,607.3
-5177,622.5149715
-5259,618.3
-5303,618.226687
-5338,601.7
-5360,623.1917464
-5455,611.7
-5458,602.443527
-5479,617.44583
-5546,625.2244872
-5547,609.7
-5573,617.0
-5593,616.5103982
-5622,622.7
-5666,619.9539491
-5709,619.0693297
-5719,623.0
-5738,619.5719928
-5754,623.3333333
-5772,617.9202967
-5811,619.5308021
-5818,610.7
-5828,612.4652947
-5873,613.6666667
-5891,620.0
-5906,597.7
-5921,600.0956824
-5924,612.3333333
-5941,589.0
-5962,613.0637808
-6006,624.3
-6035,659.97201
-6062,632.3333333
-6088,605.7
-6103,626.4409586
-6115,632.6666667
-6117,623.9108336
-6139,651.0
-6158,640.3333333
-6205,641.85
-6221,640.7
-6251,659.5559579
-6319,647.171
-6323,649.3
-6381,664.5976184
-6420,648.0380811
-6427,659.7
-6485,654.1022348
-6502,653.7
-6572,661.5987688
-6599,657.3
-6693,670.74
-6697,659.0
-6758,675.4418396
-6813,676.1815996
-6821,657.5
-6881,673.7165
-6891,657.3
-6955,647.6441176
-7010,670.7
-7070,663.5094977
-7130,671.35
-7134,664.7
-7183,664.0419989
-7185,665.0
-7198,666.430382
-7257,663.3
-7331,675.0227138
-7355,670.9140778
-7361,673.7
-7441,676.3347122
-7509,675.3505458
-7559,682.3
-7583,685.4014167
-7636,688.95
-7641,683.3
-7689,693.0557214
-7749,676.3
-7768,673.840889
-7844,669.5888899
-7850,682.3
-7885,674.6233881
-7932,685.0
-8011,678.0
-8086,717.0515
-8147,698.0
-8241,694.2864599
-8253,678.0
-8302,682.4566084
-8323,688.0
-8443,672.163994
-8459,661.3
-8528,668.6787834
-8567,652.0
-8654,671.3971893
-8661,666.0
-8708,684.5189354
-8757,680.7
-8861,693.5484963
-8867,673.3
-8921,679.2116836
-8974,703.0
-9116,650.4022932
-9127,633.3
-9173,652.519
-9180,654.3
-9266,664.7
-9374,643.4884398
-9382,559.0
-9459,469.0
-9660,488.431719
-9674,467.7
-9766,477.3
-9848,462.0160152
-9858,482.7
-9971,462.3
-10083,480.2567037
-10088,466.7
-10143,478.5904994
-10387,542.0
-10526,650.993563
-10534,627.0
-10654,643.3
-10785,610.4635896
-10797,646.0
-10933,661.4955
-10959,661.7
-11119,670.4033836
-11128,653.3
-11305,645.7
-11406,628.4335
-11468,624.8581951
-11477,618.7
-11547,613.0
-11674,618.6
-11687,623.2599844
-11696,630.0
-11821,611.7
-11991,578.3
-12001,596.8829014
-12059,568.8756288
-12339,464.7
-12361,476.0199447
-12584,461.0
-12596,469.6166667
-12604,468.6689331
-12760,459.3
-12919,469.8641497
-13016,475.7
-13252,463.0097119
-13266,451.0
